,CODIGO_INFORME_TECNICO,PHEV_AUTO_INTERURB_CS_MANTEN_CARGA_WLTC_VH_CONSUM_COMBUSTIBLE_KML,MODELO,AUTOP_PHEV_RURAL_CS_MANTEN_CARGA_WLTC_VH_CONSUM_COMBUSTIBLE_KML,FECHA_HOML,HCHO_EMISION_EPA_MGKM,URB_REND_WLTC_KML,PHEV_REND_COMBUSTIBLE_VH_PONDERADO_KML,PESO_BRUTO_VH_KG,POND_PHEV_EMIS_CO2_WLTC_VH_GKM,PHEV_REND_EV_CONSUM_PONDERADO_CD_CARGA_VH_WLTC_WHKM,CO2_VH_GASOL_GLP_GNC_GRKM,COMB_PHEV_CS_MANTEN_CARGA_WLTC_VH_CONSUM_COMBUSTIBLE_KML,EV_PHEV_REND_VH_PONDERADO_KMKWH,URB_AUTOP_PHEV_CS_MANTEN_CARGA_WLTC_VH_CONSUM_COMBUSTIBLE_KML,REND_LOW_H2_KG_100_KM_FCEV_VH_CELDA,NMOG_EMISION_EPA_GKM,AUTOP_PHEV_RURAL_CD_CONSUM_CARGA_WLTC_VH_COMBUSTIBLE_KML,TRANSMISION,MIXTO_CO2_VH_GASOL_GLP_GNC_GRKM,PHEV_REND_EV_CONSUM_PONDERADO_CS_MANTEN_CARGA_VH_WLTC_WHKM,MIXTO_REND_COMBUSTIBLE_KML,PHEV_PONDERADO_CS_MANTEN_CARGA_WLTC_VH_CONSUM_COMBUSTIBLE_KML,COMB_PHEV_REND_EV_CONSUM_CD_CARGA_VH_WLTC_WHKM,EV_MOTOR_POT_MAX_KW,TIPO_CARROCERIA,CILINDRADA_LTS,CARRETERA_REND_COMBUSTIBLE_KML,REND_HIGHT_H2_KG_100_KM_FCEV_VH_CELDA,ANCHO_VH_MM,EMISION_NPS_KM_EU_KM,REND_EV_PHEV_CD_CONSUM_CARGA_VH_WLTC_KMKWH,CARRETERA_REND_GASOL_VH_GLP_GNC_KML,CIUDAD_REND_COMBUSTIBLE_KML,REND_EV_PHEV_PONDERADO_CS_MANTEN_CARGA_VH_WLTC_CONSUM_KMKWH,NOX_EMISION_EPA_GKM,CO2_PHEV_REND_PONDERADO_VH_GKM,HC_NOX_EMISION_EU_GKM,FOOT_PRINT_MT2,EMIS_NORMA,CIUDAD_REND_GLP_GNC_VH_GASOL_KML,NOX_EMISION_EU_GKM,PHEV_PONDERADO_CD_CONSUM_CARGA_WLTC_VH_COMBUSTIBLE_KML,COMB_PHEV_REND_EV_CONSUM_CS_MANTEN_CARGA_VH_WLTC_WHKM,HCHO_EMISION_EU_MGKM,IMPORTADOR,CIUDAD_REND_GASOL_VH_GLP_GNC_KML,CATEGORIA_VH,HC_EMISION_EU_GKM,URB_PHEV_CD_CONSUM_CARGA_WLTC_VH_COMBUSTIBLE_KML,DIST_EJES_MM,COMB_REND_WLTC_KML,AUTOP_REND_RURAL_WLTC_KML,REND_EV_PHEV_CS_MANTEN_CARGA_VH_WLTC_CONSUM_KMKWH,MP_EMISION_MASA_PARTICULAS_EU_GKM,COMB_CS_PHEV_EMIS_CO2_WLTC_VH_GKM,PROPULSION,CARRETERA_REND_GLP_GNC_VH_GASOL_KML,EMIS_CO2_GKM,COMB_CD_PHEV_EMIS_CO2_WLTC_VH_GKM,PHEV_AUTO_INTERURB_CD_CONSUM_CARGA_WLTC_VH_COMBUSTIBLE_KML,CO_EMISION_EU_GKM,EV_MOTOR_POT_MAX_KW_1,MIXTO_REND_GASOL_VH_GLP_GNC_KML,CERT,CO2_COMB_GKM,REND_AUTO_INTERURB_WLTC_KML,URB_AUTOP_REND_URBANA_WLTC_KML,MARCA,REND_EV_VH_KMKWH,HCNM_EMISION_EPA_GKM,HCNM_EMISION_EU_GKM,NMOG_NOX_EMISION_EPA,HC_EMISION_EPA_GKM,N2O_EMISION_EPA,URB_AUTOP_PHEV_CD_CONSUM_CARGA_WLTC_VH_COMBUSTIBLE_KML,REND_EV_PHEV_PONDERADO_CD_CONSUM_CARGA_VH_WLTC_KMKWH,URB_PHEV_CS_MANTEN_CARGA_WLTC_VH_CONSUM_COMBUSTIBLE_KML,COMBUSTIBLE,MIXTO_REND_GLP_GNC_VH_GASOL_KML,NMOG_EMISION_EU_GKM,CO_EMISION_EPA_GKM,ART_DS_MTT_ESTD_SUP,MP_EMISION_EPA_MASA_PARTICULAS_GKM,COMB_PHEV_CD_CONSUM_CARGA_WLTC_VH_COMBUSTIBLE_KML,AÑO,CATEGORIA_PROPULSION,TIPO_LDV,REND_EQUIV_KML,EMIS_CO2_EQUIV,N2O_GKM,MP_GKM,NP,HCHO_MGKM,HC_GKM,HC_NOX_GKM,HCNM_GKM,NMOG_NOX_GKM,NOX_GKM,NMOG_GKM,CO_GKM,RUT,IMP_COD
4796,FT8511E51221S00-8,-,pulse impetus tf200,-,2022-02-15,,-,-,1637.0,-,-,,-,-,-,,,-,A,-,-,15.2,-,-,-,hatchback,1,18.5,-,1774,,-,-,11.8,-,,,,4.491768,euro 5,-,0.0088,-,-,,Astara Chile SPA,-,lpo,0.0293,-,2532,,-,-,,-,combustion,-,153.0,-,-,0.2843,-,,C.H. 6063,-,-,-,fiat,,,0.0247,,,,-,-,-,gasolina,-,,,,,-,2022,ice,liviano,15.2,153.0,0.0,0.0,0.0,0.0,0.01465,0.0,0.0,0.0,0.0044,0.0,0.14215,96.861.240-9,ASTA968612409
4797,FT8511E51221S01-1,-,pulse audace tf200,-,2022-02-15,,-,-,1634.0,-,-,,-,-,-,,,-,A,-,-,15.2,-,-,-,hatchback,1,18.5,-,1774,,-,-,11.8,-,,,,4.491768,euro 5,-,0.0088,-,-,,Astara Chile SPA,-,lpo,0.0293,-,2532,,-,-,,-,combustion,-,153.0,-,-,0.2843,-,,C.H. 6063,-,-,-,fiat,,,0.0247,,,,-,-,-,gasolina,-,,,,,-,2022,ice,liviano,15.2,153.0,0.0,0.0,0.0,0.0,0.01465,0.0,0.0,0.0,0.0044,0.0,0.14215,96.861.240-9,ASTA968612409
4798,LR8552E60222M00-K,-,defender 110 3.0i hse 5 asientos,-,2022-02-22,,-,-,3168.0,-,-,,-,-,-,,,-,A,-,-,10.1,-,-,-,station wagon,3,11.8,-,1996,248000000000.0,-,-,8,-,,,,6.031912,euro 6 c,-,0.0186999999999999,-,-,,Comercializadora Ditec Automóviles SA,-,mc3o,0.0293,-,3022,,-,-,0.00025,-,combustion,-,227.0,-,-,0.272,-,,C.H. 6064,-,-,-,land rover,,,0.020399999999999998,,,,-,-,-,gasolina,-,,,,,-,2022,ice,mediano,10.1,227.0,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136,96.899.100-0,DITE968991000
4799,LR8552E60222M01-3,-,defender 110 3.0i s 5 asientos,-,2022-02-22,,-,-,3165.0,-,-,,-,-,-,,,-,A,-,-,10.1,-,-,-,station wagon,3,11.8,-,1996,248000000000.0,-,-,8,-,,,,6.031912,euro 6 c,-,0.0186999999999999,-,-,,Comercializadora Ditec Automóviles SA,-,mc3o,0.0293,-,3022,,-,-,0.00025,-,combustion,-,227.0,-,-,0.272,-,,C.H. 6064,-,-,-,land rover,,,0.020399999999999998,,,,-,-,-,gasolina,-,,,,,-,2022,ice,mediano,10.1,227.0,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136,96.899.100-0,DITE968991000
4800,LR8552E60222M02-7,-,defender 110 3.0i se 5 asientos,-,2022-02-22,,-,-,3165.0,-,-,,-,-,-,,,-,A,-,-,10.1,-,-,-,station wagon,3,11.8,-,1996,248000000000.0,-,-,8,-,,,,6.031912,euro 6 c,-,0.0186999999999999,-,-,,Comercializadora Ditec Automóviles SA,-,mc3o,0.0293,-,3022,,-,-,0.00025,-,combustion,-,227.0,-,-,0.272,-,,C.H. 6064,-,-,-,land rover,,,0.020399999999999998,,,,-,-,-,gasolina,-,,,,,-,2022,ice,mediano,10.1,227.0,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136,96.899.100-0,DITE968991000
4801,LR8552E60222M03-0,-,defender 110 3.0i s 6 asientos,-,2022-02-22,,-,-,3165.0,-,-,,-,-,-,,,-,A,-,-,10.1,-,-,-,station wagon,3,11.8,-,1996,248000000000.0,-,-,8,-,,,,6.031912,euro 6 c,-,0.0186999999999999,-,-,,Comercializadora Ditec Automóviles SA,-,mc3o,0.0293,-,3022,,-,-,0.00025,-,combustion,-,227.0,-,-,0.272,-,,C.H. 6064,-,-,-,land rover,,,0.020399999999999998,,,,-,-,-,gasolina,-,,,,,-,2022,ice,mediano,10.1,227.0,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136,96.899.100-0,DITE968991000
4802,LR8552E60222M04-4,-,defender 110 3.0i se 6 asientos,-,2022-02-22,,-,-,3165.0,-,-,,-,-,-,,,-,A,-,-,10.1,-,-,-,station wagon,3,11.8,-,1996,248000000000.0,-,-,8,-,,,,6.031912,euro 6 c,-,0.0186999999999999,-,-,,Comercializadora Ditec Automóviles SA,-,mc3o,0.0293,-,3022,,-,-,0.00025,-,combustion,-,227.0,-,-,0.272,-,,C.H. 6064,-,-,-,land rover,,,0.020399999999999998,,,,-,-,-,gasolina,-,,,,,-,2022,ice,mediano,10.1,227.0,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136,96.899.100-0,DITE968991000
4803,LR8552E60222M05-8,-,defender 110 3.0i hse 6 asientos,-,2022-02-22,,-,-,3165.0,-,-,,-,-,-,,,-,A,-,-,10.1,-,-,-,station wagon,3,11.8,-,1996,248000000000.0,-,-,8,-,,,,6.031912,euro 6 c,-,0.0186999999999999,-,-,,Comercializadora Ditec Automóviles SA,-,mc3o,0.0293,-,3022,,-,-,0.00025,-,combustion,-,227.0,-,-,0.272,-,,C.H. 6064,-,-,-,land rover,,,0.020399999999999998,,,,-,-,-,gasolina,-,,,,,-,2022,ice,mediano,10.1,227.0,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136,96.899.100-0,DITE968991000
4804,LR8552E60222M06-1,-,defender 110 3.0i s 7 asientos,-,2022-02-22,,-,-,3250.0,-,-,,-,-,-,,,-,A,-,-,10.1,-,-,-,station wagon,3,11.8,-,1996,248000000000.0,-,-,8,-,,,,6.031912,euro 6 c,-,0.0186999999999999,-,-,,Comercializadora Ditec Automóviles SA,-,mc3o,0.0293,-,3022,,-,-,0.00025,-,combustion,-,227.0,-,-,0.272,-,,C.H. 6064,-,-,-,land rover,,,0.020399999999999998,,,,-,-,-,gasolina,-,,,,,-,2022,ice,mediano,10.1,227.0,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136,96.899.100-0,DITE968991000
4805,LR8552E60222M07-5,-,defender 110 3.0i se 7 asientos,-,2022-02-22,,-,-,3250.0,-,-,,-,-,-,,,-,A,-,-,10.1,-,-,-,station wagon,3,11.8,-,1996,248000000000.0,-,-,8,-,,,,6.031912,euro 6 c,-,0.0186999999999999,-,-,,Comercializadora Ditec Automóviles SA,-,mc3o,0.0293,-,3022,,-,-,0.00025,-,combustion,-,227.0,-,-,0.272,-,,C.H. 6064,-,-,-,land rover,,,0.020399999999999998,,,,-,-,-,gasolina,-,,,,,-,2022,ice,mediano,10.1,227.0,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136,96.899.100-0,DITE968991000
4806,LR8552E60222M08-9,-,defender 110 3.0i hse 7 asientos,-,2022-02-22,,-,-,3250.0,-,-,,-,-,-,,,-,A,-,-,10.1,-,-,-,station wagon,3,11.8,-,1996,248000000000.0,-,-,8,-,,,,6.031912,euro 6 c,-,0.0186999999999999,-,-,,Comercializadora Ditec Automóviles SA,-,mc3o,0.0293,-,3022,,-,-,0.00025,-,combustion,-,227.0,-,-,0.272,-,,C.H. 6064,-,-,-,land rover,,,0.020399999999999998,,,,-,-,-,gasolina,-,,,,,-,2022,ice,mediano,10.1,227.0,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136,96.899.100-0,DITE968991000
4807,LR8552E60222M09-2,-,defender 110 3.0i xs edition 5 asientos,-,2022-02-22,,-,-,3165.0,-,-,,-,-,-,,,-,A,-,-,10.1,-,-,-,station wagon,3,11.8,-,1996,248000000000.0,-,-,8,-,,,,6.031912,euro 6 c,-,0.0186999999999999,-,-,,Comercializadora Ditec Automóviles SA,-,mc3o,0.0293,-,3022,,-,-,0.00025,-,combustion,-,227.0,-,-,0.272,-,,C.H. 6064,-,-,-,land rover,,,0.020399999999999998,,,,-,-,-,gasolina,-,,,,,-,2022,ice,mediano,10.1,227.0,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136,96.899.100-0,DITE968991000
4808,LR8552E60222M10-2,-,defender 110 3.0i xs edition 6 asientos,-,2022-02-22,,-,-,3165.0,-,-,,-,-,-,,,-,A,-,-,10.1,-,-,-,station wagon,3,11.8,-,1996,248000000000.0,-,-,8,-,,,,6.031912,euro 6 c,-,0.0186999999999999,-,-,,Comercializadora Ditec Automóviles SA,-,mc3o,0.0293,-,3022,,-,-,0.00025,-,combustion,-,227.0,-,-,0.272,-,,C.H. 6064,-,-,-,land rover,,,0.020399999999999998,,,,-,-,-,gasolina,-,,,,,-,2022,ice,mediano,10.1,227.0,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136,96.899.100-0,DITE968991000
4809,LR8552E60222M11-6,-,defender 110 3.0i xs edition 7 asientos,-,2022-02-22,,-,-,3250.0,-,-,,-,-,-,,,-,A,-,-,10.1,-,-,-,station wagon,3,11.8,-,1996,248000000000.0,-,-,8,-,,,,6.031912,euro 6 c,-,0.0186999999999999,-,-,,Comercializadora Ditec Automóviles SA,-,mc3o,0.0293,-,3022,,-,-,0.00025,-,combustion,-,227.0,-,-,0.272,-,,C.H. 6064,-,-,-,land rover,,,0.020399999999999998,,,,-,-,-,gasolina,-,,,,,-,2022,ice,mediano,10.1,227.0,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136,96.899.100-0,DITE968991000
4810,LR8552E60222M12-K,-,defender 110 3.0i x-dynamic s 7 asientos,-,2022-02-22,,-,-,3250.0,-,-,,-,-,-,,,-,A,-,-,10.1,-,-,-,station wagon,3,11.8,-,1996,248000000000.0,-,-,8,-,,,,6.031912,euro 6 c,-,0.0186999999999999,-,-,,Comercializadora Ditec Automóviles SA,-,mc3o,0.0293,-,3022,,-,-,0.00025,-,combustion,-,227.0,-,-,0.272,-,,C.H. 6064,-,-,-,land rover,,,0.020399999999999998,,,,-,-,-,gasolina,-,,,,,-,2022,ice,mediano,10.1,227.0,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136,96.899.100-0,DITE968991000
4811,LR8552E60222M13-3,-,defender 110 3.0i x-dynamic s 5 asientos,-,2022-02-22,,-,-,3165.0,-,-,,-,-,-,,,-,A,-,-,10.1,-,-,-,station wagon,3,11.8,-,1996,248000000000.0,-,-,8,-,,,,6.031912,euro 6 c,-,0.0186999999999999,-,-,,Comercializadora Ditec Automóviles SA,-,mc3o,0.0293,-,3022,,-,-,0.00025,-,combustion,-,227.0,-,-,0.272,-,,C.H. 6064,-,-,-,land rover,,,0.020399999999999998,,,,-,-,-,gasolina,-,,,,,-,2022,ice,mediano,10.1,227.0,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136,96.899.100-0,DITE968991000
4812,LR8552E60222M14-7,-,defender 110 3.0i x-dynamic s 6 asientos,-,2022-02-22,,-,-,3165.0,-,-,,-,-,-,,,-,A,-,-,10.1,-,-,-,station wagon,3,11.8,-,1996,248000000000.0,-,-,8,-,,,,6.031912,euro 6 c,-,0.0186999999999999,-,-,,Comercializadora Ditec Automóviles SA,-,mc3o,0.0293,-,3022,,-,-,0.00025,-,combustion,-,227.0,-,-,0.272,-,,C.H. 6064,-,-,-,land rover,,,0.020399999999999998,,,,-,-,-,gasolina,-,,,,,-,2022,ice,mediano,10.1,227.0,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136,96.899.100-0,DITE968991000
4813,LR8552E60222M15-0,-,defender 110 3.0i x 5 asientos,-,2022-02-22,,-,-,3165.0,-,-,,-,-,-,,,-,A,-,-,10.1,-,-,-,station wagon,3,11.8,-,1996,248000000000.0,-,-,8,-,,,,6.031912,euro 6 c,-,0.0186999999999999,-,-,,Comercializadora Ditec Automóviles SA,-,mc3o,0.0293,-,3022,,-,-,0.00025,-,combustion,-,227.0,-,-,0.272,-,,C.H. 6064,-,-,-,land rover,,,0.020399999999999998,,,,-,-,-,gasolina,-,,,,,-,2022,ice,mediano,10.1,227.0,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136,96.899.100-0,DITE968991000
4814,LR8552E60222M16-4,-,defender 110 3.0i x 6 asientos,-,2022-02-22,,-,-,3165.0,-,-,,-,-,-,,,-,A,-,-,10.1,-,-,-,station wagon,3,11.8,-,1996,248000000000.0,-,-,8,-,,,,6.031912,euro 6 c,-,0.0186999999999999,-,-,,Comercializadora Ditec Automóviles SA,-,mc3o,0.0293,-,3022,,-,-,0.00025,-,combustion,-,227.0,-,-,0.272,-,,C.H. 6064,-,-,-,land rover,,,0.020399999999999998,,,,-,-,-,gasolina,-,,,,,-,2022,ice,mediano,10.1,227.0,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136,96.899.100-0,DITE968991000
4815,LR8552E60222M17-8,-,defender 110 3.0i x 7 asientos,-,2022-02-22,,-,-,3250.0,-,-,,-,-,-,,,-,A,-,-,10.1,-,-,-,station wagon,3,11.8,-,1996,248000000000.0,-,-,8,-,,,,6.031912,euro 6 c,-,0.0186999999999999,-,-,,Comercializadora Ditec Automóviles SA,-,mc3o,0.0293,-,3022,,-,-,0.00025,-,combustion,-,227.0,-,-,0.272,-,,C.H. 6064,-,-,-,land rover,,,0.020399999999999998,,,,-,-,-,gasolina,-,,,,,-,2022,ice,mediano,10.1,227.0,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136,96.899.100-0,DITE968991000
4816,MB8544E60122M00-3,-,s 580 4matic,-,2022-02-22,,-,-,2820.0,-,-,,-,-,-,,,-,A,-,-,9.9,-,-,-,sedan,4,13.5,-,2109,380000000000.0,-,-,6.8,-,,,,6.782544,euro 6 b,-,0.0214,-,-,,Importadora y Comercializadora K Tres SPA,-,mc3o,0.0332,-,3216,,-,-,0.00019,-,combustion,-,230.0,-,-,0.1941,-,,C.H. 6065,-,-,-,m. benz,,,0.023100000000000002,,,,-,-,-,gasolina,-,,,,,-,2022,ice,mediano,9.9,230.0,0.0,9.5e-05,380000000000.0,0.0,0.0166,0.0,0.0,0.0,0.0107,0.0,0.09705,77.230.785-5,KTRE772307855
4817,CY8557E60222S00-8,-,tiggo 3 pro 1.5l gls mt,-,2022-02-23,,-,-,1684.0,-,-,,-,-,-,,,-,M,-,-,13.5,-,-,-,station wagon,1.5,16.1,-,1831,,-,-,10.6,-,,,,4.77891,euro 6 c,-,0.008,-,-,,Astara Chile SPA,-,lpo,0.0351,-,2610,,-,-,,-,combustion,-,176.0,-,-,0.351,-,,C.H. 6066,-,-,-,chery,,,0.0325,,,,-,-,-,gasolina,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2022,ice,liviano,13.5,176.0,0.0,0.0,0.0,0.0,0.01755,0.0,0.0,0.0,0.004,0.0,0.1755,96.861.240-9,ASTA968612409
4818,CY8557E60222S01-1,-,tiggo 3 pro 1.5l glx mt,-,2022-02-23,,-,-,1684.0,-,-,,-,-,-,,,-,M,-,-,13.5,-,-,-,station wagon,1.5,16.1,-,1831,,-,-,10.6,-,,,,4.77891,euro 6 c,-,0.008,-,-,,Astara Chile SPA,-,lpo,0.0351,-,2610,,-,-,,-,combustion,-,176.0,-,-,0.351,-,,C.H. 6066,-,-,-,chery,,,0.0325,,,,-,-,-,gasolina,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2022,ice,liviano,13.5,176.0,0.0,0.0,0.0,0.0,0.01755,0.0,0.0,0.0,0.004,0.0,0.1755,96.861.240-9,ASTA968612409
4819,CY8558E60222S00-3,-,tiggo 3 pro 1.5l gls cvt,-,2022-02-23,,-,-,1684.0,-,-,,-,-,-,,,-,A,-,-,13.3,-,-,-,station wagon,1.5,15.9,-,1831,,-,-,10.4,-,,,,4.77891,euro 6 c,-,0.008,-,-,,Astara Chile SPA,-,lpo,0.0455,-,2610,,-,-,,-,combustion,-,178.0,-,-,0.2955,-,,C.H. 6067,-,-,-,chery,,,0.0416,,,,-,-,-,gasolina,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2022,ice,liviano,13.3,178.0,0.0,0.0,0.0,0.0,0.02275,0.0,0.0,0.0,0.004,0.0,0.14775,96.861.240-9,ASTA968612409
4820,CY8558E60222S01-7,-,tiggo 3 pro 1.5l glx cvt,-,2022-02-23,,-,-,1684.0,-,-,,-,-,-,,,-,A,-,-,13.3,-,-,-,station wagon,1.5,15.9,-,1831,,-,-,10.4,-,,,,4.77891,euro 6 c,-,0.008,-,-,,Astara Chile SPA,-,lpo,0.0455,-,2610,,-,-,,-,combustion,-,178.0,-,-,0.2955,-,,C.H. 6067,-,-,-,chery,,,0.0416,,,,-,-,-,gasolina,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2022,ice,liviano,13.3,178.0,0.0,0.0,0.0,0.0,0.02275,0.0,0.0,0.0,0.004,0.0,0.14775,96.861.240-9,ASTA968612409
4821,KI8549E60222S00-3,-,sportage ex 2.0l 6mt 2wd,-,2022-02-23,,-,-,2030.0,-,-,,-,-,-,,,-,M,-,-,13.0,-,-,-,station wagon,2,15.6,-,1865,,-,-,10.2,-,,,,5.138075,euro 6 b,-,0.007,-,-,,Empresas Indumotora SPA,-,lpo,0.0406,-,2755,,-,-,,-,combustion,-,175.0,-,-,0.4983,-,,C.H. 6068,-,-,-,kia,,,0.0329,,,,-,-,-,gasolina,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2022,ice,liviano,13.0,175.0,0.0,0.0,0.0,0.0,0.0203,0.0,0.0,0.0,0.0035,0.0,0.24915,76.078.288-2,INDU760782882
4822,KI8549E60222S01-7,-,sportage ex 2.0l 6mt awd,-,2022-02-23,,-,-,2030.0,-,-,,-,-,-,,,-,M,-,-,13.0,-,-,-,station wagon,2,15.6,-,1865,,-,-,10.2,-,,,,5.138075,euro 6 b,-,0.007,-,-,,Empresas Indumotora SPA,-,lpo,0.0406,-,2755,,-,-,,-,combustion,-,175.0,-,-,0.4983,-,,C.H. 6068,-,-,-,kia,,,0.0329,,,,-,-,-,gasolina,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2022,ice,liviano,13.0,175.0,0.0,0.0,0.0,0.0,0.0203,0.0,0.0,0.0,0.0035,0.0,0.24915,76.078.288-2,INDU760782882
4823,SZ8539E60122S00-4,-,sx4 s-cross 1.4 mt 4wd,-,2022-02-23,,-,-,1745.0,-,-,,-,-,-,,,-,M,-,-,15.0,-,-,-,station wagon,1.4,17.6,-,1785,480000000000.0,-,-,12,-,,,,4.641,euro 6 b,-,0.012,-,-,,derco s.p.a.,-,lpo,0.0283999999999999,-,2600,,-,-,0.00019,-,combustion,-,154.0,-,-,0.2409,-,,C.H. 6069,-,-,-,suzuki,,,0.02232,,,,-,-,-,gasolina,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2022,ice,liviano,15.0,154.0,0.0,9.5e-05,480000000000.0,0.0,0.01419999999999995,0.0,0.0,0.0,0.006,0.0,0.12045,,
4824,SZ8539E60122S01-8,-,sx4 s-cross 1.4 mt 2wd,-,2022-02-23,,-,-,1745.0,-,-,,-,-,-,,,-,M,-,-,15.0,-,-,-,station wagon,1.4,17.6,-,1785,480000000000.0,-,-,12,-,,,,4.641,euro 6 b,-,0.012,-,-,,derco s.p.a.,-,lpo,0.0283999999999999,-,2600,,-,-,0.00019,-,combustion,-,154.0,-,-,0.2409,-,,C.H. 6069,-,-,-,suzuki,,,0.02232,,,,-,-,-,gasolina,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2022,ice,liviano,15.0,154.0,0.0,9.5e-05,480000000000.0,0.0,0.01419999999999995,0.0,0.0,0.0,0.006,0.0,0.12045,,
4825,SZ8540E60122S00-K,-,sx4 s-cross 1.4 at 4wd,-,2022-02-23,,-,-,1745.0,-,-,,-,-,-,,,-,A,-,-,14.3,-,-,-,station wagon,1.4,17.2,-,1785,920000000000.0,-,-,11.1,-,,,,4.641,euro 6 b,-,0.0132,-,-,,derco s.p.a.,-,lpo,0.046,-,2600,,-,-,0.00026,-,combustion,-,162.0,-,-,0.3272,-,,C.H. 6070,-,-,-,suzuki,,,0.038,,,,-,-,-,gasolina,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2022,ice,liviano,14.3,162.0,0.0,0.00013,920000000000.0,0.0,0.023,0.0,0.0,0.0,0.0066,0.0,0.1636,,
4826,SZ8540E60122S01-3,-,sx4 s-cross 1.4 at 2wd,-,2022-02-23,,-,-,1745.0,-,-,,-,-,-,,,-,A,-,-,14.3,-,-,-,station wagon,1.4,17.2,-,1785,920000000000.0,-,-,11.1,-,,,,4.641,euro 6 b,-,0.0132,-,-,,derco s.p.a.,-,lpo,0.046,-,2600,,-,-,0.00026,-,combustion,-,162.0,-,-,0.3272,-,,C.H. 6070,-,-,-,suzuki,,,0.038,,,,-,-,-,gasolina,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2022,ice,liviano,14.3,162.0,0.0,0.00013,920000000000.0,0.0,0.023,0.0,0.0,0.0,0.0066,0.0,0.1636,,
4827,MB8559E60222S00-6,-,c 200 sedan,-,2022-02-24,,-,-,2265.0,-,-,,-,-,-,,,-,A,-,-,14.7,-,-,-,sedan,1.5,19.2,-,2033,70500000000.0,-,-,10.5,-,,,,5.824545,euro 6 b,-,0.0203,-,-,,Importadora y Comercializadora K Tres SPA,-,lpo,0.0258,-,2865,,-,-,6e-05,-,combustion,-,154.0,-,-,0.2663,-,,C.H. 6071,-,-,-,m. benz,,,0.0189,,,,-,-,-,gasolina,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2022,ice,liviano,14.7,154.0,0.0,3e-05,70500000000.0,0.0,0.0129,0.0,0.0,0.0,0.01015,0.0,0.13315,77.230.785-5,KTRE772307855
