MARCA,MODELO,CODIGO_INFORME_TECNICO,FECHA_HOML,FOOT_PRINT_MT2,AÑO,TIPO_LDV,CATEGORIA_PROPULSION,RUT,IMP_COD,EMIS_NORMA,CATEGORIA_VH,PESO_BRUTO_VH_KG,TRANSMISION,EMIS_CO2_EQUIV,REND_EQUIV_KML,N2O_GKM,MP_GKM,NP,HCHO_MGKM,HC_GKM,HC_NOX_GKM,HCNM_GKM,NMOG_NOX_GKM,NOX_GKM,NMOG_GKM,CO_GKM
mazda,"cx30 2,5 ta 4wd",MZ7929E51219S00-7,2020-01-13,4.765725,2020,liviano,ice,93.061.000-3,ALAM930610003,euro 5,lpo,2022.0,A,163.0,14.3,0.0,0.0,0.0,0.0,0.0083,0.0,0.0,0.0,0.00635,0.0,0.04079999999999995
faw,faw r7 1.6 at,FW7900E51119S00-8,2020-01-15,4.628,2020,liviano,ice,83.019.900-4,TATT830199004,euro 5,lpo,1700.0,A,183.0,13.0,0.0,0.0,0.0,0.0,0.01804,0.0,0.0,0.0,0.00868,0.0,0.096
bmw,x3 m40i,BM7925E61219S00-8,2020-01-15,5.433008,2020,liviano,ice,96.695.420-5,WILL966954205,euro 6 b,lpo,2455.0,A,199.0,11.5,0.0,0.00010499999999995,298000000000.0,0.0,0.0147,0.0,0.0,0.0,0.00975,0.0,0.04595
bmw,x4 m40i,BM7925E61219S01-1,2020-01-15,5.550432,2020,liviano,ice,96.695.420-5,WILL966954205,euro 6 b,lpo,2430.0,A,199.0,11.5,0.0,0.00010499999999995,298000000000.0,0.0,0.0147,0.0,0.0,0.0,0.00975,0.0,0.04595
bmw,m550i xdrive,BM7895E61119S00-7,2020-01-15,5.5573,2020,liviano,ice,,,euro 6 b,lpo,2560.0,A,243.0,9.4,0.0,0.000175,150000000000.0,0.0,0.0125,0.0,0.0,0.0,0.0144,0.0,0.13455
fiat,mobi easy,FT7616E51219S00-3,2020-01-15,3.764065,2020,liviano,ice,96.861.240-9,ASTA968612409,euro 5,lpo,1334.0,M,158.0,15.0,0.0,0.0,0.0,0.0,0.02012,0.0,0.0,0.0,0.00496,0.0,0.29819999999999997
fiat,mobi way,FT7616E51219S01-7,2020-01-15,3.883925,2020,liviano,ice,96.861.240-9,ASTA968612409,euro 5,lpo,1359.0,M,158.0,15.0,0.0,0.0,0.0,0.0,0.02012,0.0,0.0,0.0,0.00496,0.0,0.29819999999999997
fiat,mobi trekking,FT7616E50221S02-5,2021-02-02,3.883925,2021,liviano,ice,96.861.240-9,ASTA968612409,euro 5,lpo,1352.0,M,158.0,15.0,0.0,0.0,0.0,0.0,0.02012,0.0,0.0,0.0,0.00496,0.0,0.29819999999999997
fiat,mobi like,FT7616E50221S03-9,2021-02-02,3.883925,2021,liviano,ice,96.861.240-9,ASTA968612409,euro 5,lpo,1352.0,M,158.0,15.0,0.0,0.0,0.0,0.0,0.02012,0.0,0.0,0.0,0.00496,0.0,0.29819999999999997
bmw,m135i xdrive,BM7926E61219S00-3,2020-01-16,4.80333,2020,liviano,ice,,,euro 6 b,lpo,2085.0,A,171.0,13.3,0.0,0.00017999999999995,627000000000.0,0.0,0.01095,0.0,0.0,0.0,0.0083,0.0,0.0728
bmw,m235i xdrive gran coupe,BM7926E61219S01-7,2020-01-16,4.806,2020,liviano,ice,,,euro 6 b,lpo,2105.0,A,171.0,13.3,0.0,0.00017999999999995,627000000000.0,0.0,0.01095,0.0,0.0,0.0,0.0083,0.0,0.0728
hyundai,"verna cb 1,4 sedan at otto",HY7944E50120S00-1,2020-01-20,4.38185,2020,liviano,ice,79.649.140-K,GILD79649140K,euro 5,lpo,1480.0,A,142.0,16.7,0.0,0.0,0.0,0.0,0.01778,0.0,0.0,0.0,0.01948,0.0,0.211615
hyundai,"verna cb 1,4 sedan mt otto",HY7945E50120S00-7,2020-01-20,4.38185,2020,liviano,ice,79.649.140-K,GILD79649140K,euro 5,lpo,1450.0,M,138.0,17.1,0.0,0.0,0.0,0.0,0.014625,0.0,0.0,0.0,0.00996,0.0,0.27802499999999997
hyundai,grand-i10 (ai3) 1.2 hb 5p. at,HY7939E51219S00-K,2020-01-20,4.116,2020,liviano,ice,79.649.140-K,GILD79649140K,euro 5,lpo,1400.0,A,145.0,16.1,0.0,0.0,0.0,0.0,0.02735,0.0,0.0,0.0,0.00575,0.0,0.16385
hyundai,grand-i10 (ai3) 1.2 sdn 4p. at,HY7939E51219S01-3,2020-01-20,4.116,2020,liviano,ice,79.649.140-K,GILD79649140K,euro 5,lpo,1420.0,A,145.0,16.1,0.0,0.0,0.0,0.0,0.02735,0.0,0.0,0.0,0.00575,0.0,0.16385
mg,mg zs ev,MG7930EL1219S00-3,2020-01-20,4.676265,2020,liviano,bev,,,,lpe,1966.0,A,0.0,30.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opel,"corsa 1,2 lts. 100 5 puertas t/a motor otto euro 6d full",OP7923E61219S00-K,2020-01-23,4.42881,2020,liviano,ice,84.687.500-K,STEL84687500K,euro 6 d,lpo,1645.0,A,97.0,23.4,0.0,0.00019,320000000000.0,0.0,0.01105,0.0,0.0,0.0,0.01005,0.0,0.14265
kia,soluto (ab) 1.4 4at,KI7741E50519S00-0,2020-02-19,4.369,2020,liviano,ice,,,euro 5,lpo,1490.0,A,145.0,16.3,0.0,0.0,0.0,0.0,0.02444,0.0,0.0,0.0,0.01135999999999995,0.0,0.265615
porsche,cayenne turbo s e-hybrid e3,PO7937E51219M00-6,2020-01-24,5.740785,2020,mediano,,96.899.100-0,DITE968991000,euro 5,mc3h,3075.0,A,100.0,14.73,0.0,0.0002,0.0,0.0,0.02405,0.0,0.0,0.0,0.00965,0.0,0.17725
peugeot,"308 1,2 lts. puretech 130 hp 5 puertas t/m motor otto euro 6b",PG7908E61119S00-8,2020-01-24,4.72648,2020,liviano,ice,84.687.500-K,STEL84687500K,euro 6 b,lpo,1750.0,M,133.0,17.7,0.0,0.0,0.0,0.0,0.02215,0.0,0.0,0.0,0.02535,0.0,0.2448
opel,"corsa 1,5 lts. blue hdi 100 5 puertas t/m motor diesel euro 6c",OP7913E61119S00-6,2020-01-24,4.42881,2020,liviano,ice,84.687.500-K,STEL84687500K,euro 6 c,lpd,1660.0,M,109.0,21.05,0.0,0.00020999999999995,3000000000.0,0.0,0.0,0.0543,0.0,0.0,0.0162,0.0,0.0355
bmw,x7 m50i.,BM7938E61219M00-7,2020-01-27,6.21,2020,mediano,ice,96.695.420-5,WILL966954205,euro 6 b,mc3o,3285.0,A,265.0,8.6,0.0,2.5e-05,12700000000.0,0.0,0.0134,0.0,0.0,0.0,0.0115,0.0,0.1162
bmw,x7 m50i 7 asientos,BM7938E61219M01-0,2020-01-27,6.21,2020,mediano,ice,96.695.420-5,WILL966954205,euro 6 b,mc3o,3285.0,A,265.0,8.6,0.0,2.5e-05,12700000000.0,0.0,0.0134,0.0,0.0,0.0,0.0115,0.0,0.1162
ford,territory,FR7907E61119S00-3,2020-01-29,5.258176,2020,liviano,ice,78.703.910-3,FORD787039103,euro 6 b,lpo,2020.0,A,194.0,12.2,0.0,0.0002,40950000000.0,0.0,0.0172,0.0,0.0,0.0,0.0027,0.0,0.4067
mg,mg rx8,MG7947E50120S00-6,2020-01-29,5.5005,2020,liviano,ice,,,euro 5,lpo,2654.0,A,282.0,8.5,0.0,0.001055,0.0,0.0,0.01943499999999995,0.0,0.0,0.0,0.013448,0.0,0.2288175
zna dongfeng,dongfeng rich 6 gl mt 4x4,ZN7858E51019M00-K,2020-01-30,5.8275,2020,mediano,ice,,,euro 5,mc3d,3150.0,M,215.0,10.7,0.0,0.00025,0.0,0.0,0.0,0.2723,0.0,0.0,0.1369,0.0,0.0672
zna dongfeng,dongfeng rich 6 gl mt 4x2,ZN7858E51019M01-3,2020-01-30,5.733,2020,mediano,ice,,,euro 5,mc3d,3035.0,M,215.0,10.7,0.0,0.00025,0.0,0.0,0.0,0.2723,0.0,0.0,0.1369,0.0,0.0672
zna dongfeng,df6 4wd mt,ZN7858E50421M02-8,2021-04-07,5.8275,2021,mediano,ice,,,euro 5,mc3d,3150.0,M,215.0,10.7,0.0,0.00025,0.0,0.0,0.0,0.2723,0.0,0.0,0.1369,0.0,0.0672
zna dongfeng,df6 2wd mt,ZN7858E50421M03-1,2021-04-07,5.733,2021,mediano,ice,,,euro 5,mc3d,3035.0,M,215.0,10.7,0.0,0.00025,0.0,0.0,0.0,0.2723,0.0,0.0,0.1369,0.0,0.0672
zna dongfeng,dongfeng rich 6 glx at 4x4,ZN7859E51019M00-5,2020-01-30,5.8275,2020,mediano,ice,,,euro 5,mc3d,3065.0,A,229.0,10.01,0.0,0.0005,0.0,0.0,0.0,0.2353,0.0,0.0,0.11365,0.0,0.11705
zna dongfeng,dongfeng rich 6 gls at 4x2,ZN7859E51019M01-9,2020-01-30,5.733,2020,mediano,ice,,,euro 5,mc3d,3065.0,A,229.0,10.01,0.0,0.0005,0.0,0.0,0.0,0.2353,0.0,0.0,0.11365,0.0,0.11705
zna dongfeng,df6 4wd at,ZN7859E50421M02-3,2021-04-07,5.8275,2021,mediano,ice,,,euro 5,mc3d,3065.0,A,229.0,10.01,0.0,0.0005,0.0,0.0,0.0,0.2353,0.0,0.0,0.11365,0.0,0.11705
zna dongfeng,df6 2wd at,ZN7859E50421M03-7,2021-04-07,5.733,2021,mediano,ice,,,euro 5,mc3d,3065.0,A,229.0,10.01,0.0,0.0005,0.0,0.0,0.0,0.2353,0.0,0.0,0.11365,0.0,0.11705
peugeot,"2008 1,5 lts. blue hdi 130 5 puertas t/a motor diesel euro 6c",PG7932E61219S00-8,2020-02-21,4.61085,2020,liviano,ice,84.687.500-K,STEL84687500K,euro 6 c,lpd,1770.0,A,98.0,23.4,0.0,0.00029,3000000000.0,0.0,0.0,0.0452,0.0,0.0,0.01137035,0.0,0.0494
peugeot,"2008 1,5 lts. blue hdi 100 5 puertas t/m motor diesel euro 6c",PG7955E60120S00-8,2020-02-06,4.61085,2020,liviano,ice,84.687.500-K,STEL84687500K,euro 6 c,lpd,1731.0,M,97.0,23.75,0.0,0.00022,222000000000.0,0.0,0.0,0.0789,0.0,0.0,0.0296,0.0,0.04325
ssangyong,korando 4x2,SS7962E60120S00-8,2020-02-07,5.00225,2020,liviano,ice,96.861.240-9,ASTA968612409,euro 6 d,lpo,2040.0,A,162.0,14.1,0.0,0.0,18000000000.0,0.0,0.0134,0.0,0.0,0.0,0.0093,0.0,0.3808
ssangyong,korando 4x4,SS7962E60120S01-1,2020-02-07,5.00225,2020,liviano,ice,96.861.240-9,ASTA968612409,euro 6 d,lpo,2130.0,A,162.0,14.1,0.0,0.0,18000000000.0,0.0,0.0134,0.0,0.0,0.0,0.0093,0.0,0.3808
ssangyong,"new korando glx 1,5t 6at 2wd 6ab",SS7962E60521S02-2,2021-05-06,5.00225,2021,liviano,ice,96.861.240-9,ASTA968612409,euro 6 d,lpo,2040.0,A,162.0,14.1,0.0,0.0,18000000000.0,0.0,0.0134,0.0,0.0,0.0,0.0093,0.0,0.3808
ssangyong,"new korando limited 1,5t 6at 2wd 6ab",SS7962E60521S03-6,2021-05-06,5.00225,2021,liviano,ice,96.861.240-9,ASTA968612409,euro 6 d,lpo,2040.0,A,162.0,14.1,0.0,0.0,18000000000.0,0.0,0.0134,0.0,0.0,0.0,0.0093,0.0,0.3808
kgm,"new korando glx 1,5t 6at 2wd 6ab",KG7962E60725S04-9,2025-07-31,5.00225,2025,liviano,ice,96.861.240-9,ASTA968612409,euro 6 d,lpo,2040.0,A,162.0,14.1,0.0,0.0,18000000000.0,0.0,0.0134,0.0,0.0,0.0,0.0093,0.0,0.3808
kgm,"new korando limited 1,5t 6at 2wd 6ab",KG7962E60725S05-2,2025-07-31,5.00225,2025,liviano,ice,96.861.240-9,ASTA968612409,euro 6 d,lpo,2040.0,A,162.0,14.1,0.0,0.0,18000000000.0,0.0,0.0134,0.0,0.0,0.0,0.0093,0.0,0.3808
kia,soul electrico (sk3 ev),KI7812EL0819S00-8,2020-02-26,4.68,2020,liviano,bev,76.078.288-2,INDU760782882,,lpe,2180.0,A,0.0,46.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
porsche,718 cayman gt4,PO7953E50120S00-K,2020-02-12,4.473684,2020,liviano,ice,96.899.100-0,DITE968991000,euro 5,lpo,1750.0,M,255.0,8.8,0.0,0.000225,0.0,0.0,0.0258,0.0,0.0,0.0,0.02265,0.0,0.1119
porsche,718 boxster spyder,PO7953E50120S01-3,2020-02-12,4.473684,2020,liviano,ice,96.899.100-0,DITE968991000,euro 5,lpo,1720.0,M,255.0,8.8,0.0,0.000225,0.0,0.0,0.0258,0.0,0.0,0.0,0.02265,0.0,0.1119
haval,h6 1.5 turbo t/a,HV7943E50120S00-6,2020-02-11,4.9848,2020,liviano,ice,,,euro 5,lpo,2150.0,A,192.0,12.4,0.0,0.0,0.0,0.0,0.02457,0.0,0.0,0.0,0.01752,0.0,0.13579
m. benz,glb 200,MB7954E60120S00-K,2020-02-13,5.188386,2020,liviano,ice,77.230.785-5,KTRE772307855,euro 6 b,lpo,2085.0,A,148.0,15.4,0.0,7.5e-05,165000000000.0,0.0,0.0195,0.0,0.0,0.0,0.0098,0.0,0.1657
m. benz,glb 200 4x2 7 asientos,MB7954E60921S01-7,2021-09-20,5.188386,2021,liviano,ice,77.230.785-5,KTRE772307855,euro 6 b,lpo,2285.0,A,142.0,15.9,0.0,7.5e-05,165000000000.0,0.0,0.0195,0.0,0.0,0.0,0.0098,0.0,0.1657
bmw,x6 xdrive30d,BM7942E51219M00-1,2020-02-18,5.9619,2020,mediano,ice,96.695.420-5,WILL966954205,euro 5,mc3d,2860.0,A,186.0,12.27,0.0,1.5e-05,9000000000.0,0.0,0.0,0.0616,0.0,0.0,0.008,0.0,0.1277
volkswagen,transporter 2.0l tdi mt 4x2,VW7946E50120M00-1,2020-02-12,6.4736,2020,mediano,ice,76.245.828-4,PORS762458284,euro 5,mc3d,2800.0,M,204.0,11.22,0.0,0.00045,0.0,0.0,0.0,0.251,0.0,0.0,0.1094,0.0,0.10805
faw,faw r7 1.6 mt,FW7897E51119S00-3,2020-02-17,4.628,2020,liviano,ice,83.019.900-4,TATT830199004,euro 5,lpo,1665.0,M,172.0,13.7,0.0,0.0,0.0,0.0,0.03224,0.0,0.0,0.0,0.01368,0.0,0.32164
bmw,118d hatchback,BM7935E51219S00-5,2020-02-14,4.80333,2020,liviano,ice,96.695.420-5,WILL966954205,euro 5,lpd,1980.0,A,130.0,17.75,0.0,0.00055,0.0,0.0,0.0,0.1719,0.0,0.0,0.08409,0.0,0.03885
mazda,cx9 2.5 ta 2wd,MZ7964E50120S00-2,2020-02-19,5.76917,2020,liviano,ice,93.061.000-3,ALAM930610003,euro 5,lpo,2507.0,A,210.0,11.1,0.0,0.000685,0.0,0.0,0.0095,0.0,0.0,0.0,0.01055,0.0,0.1061
mazda,cx9 2.5 ta 4wd,MZ7964E50120S01-6,2020-02-19,5.76917,2020,liviano,ice,93.061.000-3,ALAM930610003,euro 5,lpo,2578.0,A,210.0,11.1,0.0,0.000685,0.0,0.0,0.0095,0.0,0.0,0.0,0.01055,0.0,0.1061
audi,a5 coupe 40 tfsi mhev,AD7950E60120S00-7,2020-02-17,5.102344,2020,liviano,ice,76.245.828-4,PORS762458284,euro 6 c,lpo,1955.0,A,128.0,17.5,0.0,6.5e-05,250000000000.0,0.0,0.0212,0.0,0.0,0.0,0.0022,0.0,0.1613
audi,a5 sportback 40 tfsi mhev,AD7950E60120S01-0,2020-02-17,5.204632,2020,liviano,ice,76.245.828-4,PORS762458284,euro 6 c,lpo,2055.0,A,129.0,17.5,0.0,6.5e-05,250000000000.0,0.0,0.0212,0.0,0.0,0.0,0.0022,0.0,0.1613
audi,a5 cabrio 40 tfsi mhev,AD7950E60120S02-4,2020-02-17,5.102344,2020,liviano,ice,76.245.828-4,PORS762458284,euro 6 c,lpo,2155.0,A,134.0,16.9,0.0,6.5e-05,250000000000.0,0.0,0.0212,0.0,0.0,0.0,0.0022,0.0,0.1613
audi,a5 sportback 45 tfsi mhev,AD7948E60120S00-6,2020-02-26,5.204632,2020,liviano,ice,76.245.828-4,PORS762458284,euro 6 c,lpo,2130.0,A,148.0,15.4,0.0,0.00023,225000000000.0,0.0,0.01695,0.0,0.0,0.0,0.00785,0.0,0.23275
audi,a5 coupe 45 tfsi mhev,AD7948E60120S01-K,2020-02-26,5.102344,2020,liviano,ice,76.245.828-4,PORS762458284,euro 6 c,lpo,2020.0,A,145.0,15.6,0.0,0.00023,225000000000.0,0.0,0.01695,0.0,0.0,0.0,0.00785,0.0,0.23275
audi,a5 cabrio 45 tfsi mhev,AD7948E60120S02-3,2020-02-26,5.102344,2020,liviano,ice,76.245.828-4,PORS762458284,euro 6 c,lpo,2225.0,A,152.0,14.9,0.0,0.00023,225000000000.0,0.0,0.01695,0.0,0.0,0.0,0.00785,0.0,0.23275
bmw,x5 xdrive45e,BM7936E61219M00-6,2020-02-19,5.9619,2020,mediano,,96.695.420-5,WILL966954205,euro 6 b,mc3h,3150.0,A,56.0,14.73,0.0,0.0002615,1209000000000.0,0.0,0.0238485,0.0,0.0,0.0,0.01056,0.0,0.0960975
bmw,520i sedan,BM7941E61219S00-5,2020-02-19,5.5573,2020,liviano,ice,96.695.420-5,WILL966954205,euro 6 b,lpo,2210.0,A,163.0,14.6,0.0,0.0006,732000000.0,0.0,0.01419999999999995,0.0,0.0,0.0,0.0115,0.0,0.06064999999999995
bmw,540i sedan,BM7969E60120S00-2,2020-02-21,5.5573,2020,liviano,ice,96.695.420-5,WILL966954205,euro 6 b,lpo,2310.0,A,168.0,13.7,0.0,0.00010499999999995,291000000000.0,0.0,0.0193,0.0,0.0,0.0,0.0125,0.0,0.05679999999999995
bmw,x6 xdrive40i.,BM7949E60120M00-1,2020-02-20,5.9619,2020,mediano,ice,96.695.420-5,WILL966954205,euro 6 b,mc3o,2800.0,A,206.0,11.1,0.0,0.0001,320000000000.0,0.0,0.01805,0.0,0.0,0.0,0.0153,0.0,0.04904999999999995
peugeot,508 gt puretech 225 eat8,PG7959E60120S00-K,2020-02-25,5.208,2020,liviano,ice,84.687.500-K,STEL84687500K,euro 6 d,lpo,2001.0,A,119.0,19.2,0.0,0.000135,76000000000.0,0.0,0.0093,0.0,0.0,0.0,0.01605,0.0,0.2418
bmw,x1 xdrive20i lci,BM7968E60120S00-7,2020-02-25,4.86207,2020,liviano,ice,96.695.420-5,WILL966954205,euro 6 b,lpo,2155.0,A,163.0,14.1,0.0,0.0001,248000000000.0,0.0,0.01345,0.0,0.0,0.0,0.00925,0.0,0.1573
bmw,745e sedan,BM7963E60120S00-K,2020-02-25,5.83914,2020,liviano,,96.695.420-5,WILL966954205,euro 6 b,lph,2655.0,A,56.0,14.73,0.0,0.000125,1040000000000.0,0.0,0.01099799999999995,0.0,0.0,0.0,0.015368,0.0,0.05715
bmw,745le sedan,BM7963E60120S01-3,2020-02-25,6.10542,2020,liviano,,96.695.420-5,WILL966954205,euro 6 b,lph,2600.0,A,56.0,14.73,0.0,0.000125,1040000000000.0,0.0,0.01099799999999995,0.0,0.0,0.0,0.015368,0.0,0.05715
nissan,sentra (b18) 2.0 mt 4x2,NS7972E50220S00-3,2020-02-26,4.91865,2020,liviano,ice,76.390.989-1,NISS763909891,euro 5,lpo,1775.0,M,172.0,13.5,0.0,0.0008,0.0,0.0,0.01219999999999995,0.0,0.0,0.0,0.002,0.0,0.26605
nissan,sentra (b18) 2.0 cvt 4x2,NS7973E50220S00-9,2020-02-27,4.91865,2020,liviano,ice,76.390.989-1,NISS763909891,euro 5,lpo,1800.0,A,156.0,14.9,0.0,0.0008,0.0,0.0,0.02275,0.0,0.0,0.0,0.0038,0.0,0.1935
bmw,x3 m40d,BM7965E50120S00-3,2020-02-27,5.433008,2020,liviano,ice,96.695.420-5,WILL966954205,euro 5,lpd,2550.0,A,179.0,12.79,0.0,3e-05,3000000000.0,0.0,0.0,0.1732,0.0,0.0,0.07375,0.0,0.14115
bmw,x4 m40d,BM7965E50120S01-7,2020-02-27,5.550432,2020,liviano,ice,96.695.420-5,WILL966954205,euro 5,lpd,2525.0,A,179.0,12.79,0.0,3e-05,3000000000.0,0.0,0.0,0.1732,0.0,0.0,0.07375,0.0,0.14115
bmw,x1 xdrive20d,BM7967E50120S00-4,2020-03-02,4.86207,2020,liviano,ice,96.695.420-5,WILL966954205,euro 5,lpd,2145.0,A,138.0,16.7,0.0,4.4999999999999996e-05,125000000000.0,0.0,0.0,0.1716,0.0,0.0,0.08234999999999995,0.0,0.0235
bmw,750i xdrive,BM7976E60220S00-K,2020-02-28,5.83914,2020,liviano,ice,96.695.420-5,WILL966954205,euro 6 c,lpo,2640.0,A,233.0,9.8,0.0,0.00016,132000000000.0,0.0,0.0133,0.0,0.0,0.0,0.01369999999999995,0.0,0.1035
bmw,750li xdrive,BM7976E60220S01-3,2020-02-28,6.10542,2020,liviano,ice,96.695.420-5,WILL966954205,euro 6 c,lpo,2675.0,A,232.0,9.9,0.0,0.00016,132000000000.0,0.0,0.0133,0.0,0.0,0.0,0.01369999999999995,0.0,0.1035
peugeot,2008 puretech 130,PG7982E60220S00-4,2020-03-04,4.61085,2020,liviano,ice,84.687.500-K,STEL84687500K,euro 6 d,lpo,1712.0,M,109.0,20.8,0.0,0.000175,249000000000.0,0.0,0.01125,0.0,0.0,0.0,0.0073,0.0,0.17865
mitsubishi,outlander phev,MT7952E60120S00-2,2020-04-23,4.806,2020,liviano,,,,euro 6 c,lph,2310.0,A,39.0,14.73,0.0,0.0,0.0,0.0,0.01509999999999995,0.0,0.0,0.0,0.0018,0.0,0.17945
chery,arrizo 6 mt,CY7888E51119S00-3,2020-03-05,4.8071,2020,liviano,ice,,,euro 5,lpo,1761.0,M,189.0,12.6,0.0,0.0,0.0,0.0,0.031415,0.0,0.0,0.0,0.019385,0.0,0.1475
audi,a6 40 tdi,AD7975E50220S00-5,2020-03-06,5.514664,2020,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpd,2230.0,A,136.0,16.7,0.0,0.00026,6000000000.0,0.0,0.0,0.1468,0.0,0.0,0.0601,0.0,0.1268
audi,a6 40 tdi avant,AD7975E50220S01-9,2020-03-06,5.514664,2020,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpd,2310.0,A,143.0,16.1,0.0,0.00026,6000000000.0,0.0,0.0,0.1468,0.0,0.0,0.0601,0.0,0.1268
mg,hs 2.0t dct,MG7983E50220S00-1,2020-03-11,5.10272,2020,liviano,ice,,,euro 5,lpo,2157.0,A,221.0,10.5,0.0,0.00115,0.0,0.0,0.0224,0.0,0.0,0.0,0.00609999999999995,0.0,0.1388
m. benz,a 45 s amg 4matic plus,MB7988E60320S00-3,2020-03-17,5.04865,2020,liviano,ice,77.230.785-5,KTRE772307855,euro 6 b,lpo,2100.0,A,202.0,11.2,0.0,0.0,385000000000.0,0.0,0.0217,0.0,0.0,0.0,0.02085,0.0,0.2014
m. benz,a 45 amg 4matic plus,MB7988E60320S01-7,2020-03-17,5.04865,2020,liviano,ice,77.230.785-5,KTRE772307855,euro 6 b,lpo,2100.0,A,202.0,11.2,0.0,0.0,385000000000.0,0.0,0.0217,0.0,0.0,0.0,0.02085,0.0,0.2014
mg,hs 1.5t dct,MG7977E50220S00-9,2020-03-16,5.10272,2020,liviano,ice,,,euro 5,lpo,1962.0,A,170.0,13.7,0.0,0.00095,0.0,0.0,0.01905,0.0,0.0,0.0,0.01315,0.0,0.0901
bmw,z4 m40i,BM7980E60220S00-1,2020-03-17,4.60408,2020,liviano,ice,,,euro 6 b,lpo,1860.0,A,171.0,13.3,0.0,0.0002,390000000000.0,0.0,0.0165,0.0,0.0,0.0,0.01534999999999995,0.0,0.0607
bmw,218i gran coupe,BM7966E60120S00-6,2020-03-19,4.806,2020,liviano,ice,,,euro 6 b,lpo,1905.0,A,135.0,16.9,0.0,0.00015,505000000000.0,0.0,0.01155,0.0,0.0,0.0,0.01309999999999995,0.0,0.1034
mg,hs 1.5t mt,MG7979E50220S00-K,2020-03-20,5.10272,2020,liviano,ice,,,euro 5,lpo,1962.0,M,168.0,13.9,0.0,0.0012,0.0,0.0,0.0145,0.0,0.0,0.0,0.00915,0.0,0.208
bmw,m8 coupe,BM7981E60220S00-7,2020-03-23,5.391089,2020,liviano,ice,,,euro 6 b,lpo,2385.0,A,239.0,9.6,0.0,0.0002285,379000000000.0,0.0,0.0089,0.0,0.0,0.0,0.0125,0.0,0.08675
bmw,m8 coupe competition,BM7981E60220S01-0,2020-03-23,5.391089,2020,liviano,ice,96.695.420-5,WILL966954205,euro 6 b,lpo,2385.0,A,239.0,9.6,0.0,0.0002285,379000000000.0,0.0,0.0089,0.0,0.0,0.0,0.0125,0.0,0.08675
bmw,m8 cabrio,BM7981E60220S02-4,2020-03-23,5.391089,2020,liviano,ice,96.695.420-5,WILL966954205,euro 6 b,lpo,2440.0,A,244.0,9.3,0.0,0.0002285,379000000000.0,0.0,0.0089,0.0,0.0,0.0,0.0125,0.0,0.08675
bmw,m8 cabrio competition,BM7981E60220S03-8,2020-03-23,5.391089,2020,liviano,ice,96.695.420-5,WILL966954205,euro 6 b,lpo,2440.0,A,244.0,9.3,0.0,0.0002285,379000000000.0,0.0,0.0089,0.0,0.0,0.0,0.0125,0.0,0.08675
bmw,m8 gran coupe,BM7981E60220S04-1,2020-03-23,5.881461,2020,liviano,ice,96.695.420-5,WILL966954205,euro 6 b,lpo,2440.0,A,243.0,9.3,0.0,0.0002285,379000000000.0,0.0,0.0089,0.0,0.0,0.0,0.0125,0.0,0.08675
bmw,m8 gran coupe competition,BM7981E60220S05-5,2020-03-23,5.881461,2020,liviano,ice,96.695.420-5,WILL966954205,euro 6 b,lpo,2440.0,A,243.0,9.3,0.0,0.0002285,379000000000.0,0.0,0.0089,0.0,0.0,0.0,0.0125,0.0,0.08675
audi,a1 sportback 30 tfsi,AD7992E60320S00-4,2020-04-03,4.45962,2020,liviano,ice,76.245.828-4,PORS762458284,euro 6 b,lpo,1680.0,A,121.0,18.9,0.0,2.5e-05,170000000000.0,0.0,0.02185,0.0,0.0,0.0,0.01345,0.0,0.0627
m. benz,gls 400d 4matic,MB7991E60320M00-8,2020-03-23,6.13206,2020,mediano,ice,77.230.785-5,KTRE772307855,euro 6 b,mc3d,3385.0,A,202.0,11.31,0.0,0.00016,6120000000.0,0.0,0.0,0.0849,0.0,0.0,0.0176,0.0,0.14215
m. benz,gls 350d 4matic,MB7991E60320M01-1,2020-03-23,6.13206,2020,mediano,ice,77.230.785-5,KTRE772307855,euro 6 b,mc3d,3250.0,A,202.0,11.31,0.0,0.00016,6120000000.0,0.0,0.0,0.0849,0.0,0.0,0.0176,0.0,0.14215
audi,a1 sportback 35 tfsi,AD8001E60320S00-8,2020-03-25,4.45962,2020,liviano,ice,76.245.828-4,PORS762458284,euro 6 b,lpo,1705.0,A,128.0,17.9,0.0,5.5e-05,70000000000.0,0.0,0.01505,0.0,0.0,0.0,0.0145,0.0,0.13435
land rover,discovery sport 2.0i s,LR7985E50220S00-4,2020-03-26,5.671129,2020,liviano,ice,96.899.100-0,DITE968991000,euro 5,lpo,2550.0,A,187.0,12.3,0.0,0.0005,1660000000000.0,0.0,0.02845,0.0,0.0,0.0,0.00465,0.0,0.2734
land rover,discovery sport 2.0i s (7 pasajeros),LR7985E50220S01-8,2020-03-26,5.671129,2020,mediano,ice,96.899.100-0,DITE968991000,euro 5,lpo,2700.0,A,188.0,12.3,0.0,0.0005,1660000000000.0,0.0,0.02845,0.0,0.0,0.0,0.00465,0.0,0.2734
